1500100930	闻运凯	589	1
1500100949	颜沛槐	564	2
1500100904	阎元蝶	562	3
1500100623	昝惜萍	526	4
1500100974	容鸿晖	515	5
1500100714	虞飞昂	498	6
1500100186	昌元冬	496	7
1500100403	怀秋灵	485	8
1500100768	韩昆卉	482	9
1500100089	蒙依丝	472	10
1500100734	齐运杰	469	11
1500100394	通辰沛	468	12
1500100760	翁绮彤	458	13
1500100347	胥浩阔	450	14
1500100573	潘俊晖	446	15
1500100053	扈鸿朗	442	16
1500100220	向安寒	442	17
1500100601	蔡寻春	441	18
1500100051	江寄容	440	19
1500100787	逯景天	439	20
1500100735	阙迎梅	435	21
1500100430	屈佑运	431	22
1500100569	甘振博	430	23
1500100884	井范明	426	24
1500100748	羿海昌	424	25
1500100791	阎德昌	417	26
1500100431	訾寄南	413	27
1500100967	能映秋	412	28
1500100534	宓高旻	404	29
1500100627	柏念波	402	30
1500100102	洪天风	397	31
1500100449	濮从安	389	32
1500100099	成曜文	377	33
1500100720	艾振博	374	34
1500100765	郗景行	372	35
1500100999	钟绮晴	371	36
1500100953	戈昌茂	364	37
1500100664	桂芷卉	358	38
1500100882	厍振强	358	39
1500100924	凌智阳	357	40
1500100676	璩昂杰	354	41
1500100260	庄惜芹	345	42
1500100433	袁秋荷	345	43
1500100622	蓬慕卉	345	44
1500100050	方小蕾	342	45
1500100143	匡德明	340	46
1500100351	任海昌	340	47
1500100843	管鸿达	339	48
1500100352	戚碧春	337	49
1500100604	纪瀚昂	332	50
1500100154	容昊然	328	51
1500100292	易语梦	328	52
1500100666	贲初夏	328	53
1500100451	郎海荣	325	54
1500100522	干高旻	324	55
1500100238	隗鸿志	322	56
1500100152	衡从安	321	57
1500100694	訾海瑶	320	58
1500100968	谭晗日	320	59
1500100777	易新曦	319	60
1500100703	勾翠彤	317	61
1500100090	富寄风	315	62
1500100391	莫寄琴	312	63
1500100132	曾安寒	308	64
1500100432	巫旭炎	306	65
1500100859	麻涵亮	303	66
1500100812	慕易绿	301	67
1500100436	戎运凡	300	68
1500100857	虞语海	296	69
1500100514	乐震博	295	70
1500100767	那昊磊	289	71
1500100177	樊若翠	273	72
1500100460	邬白容	273	73
1500100250	敖景明	272	74
1500100978	郜昆卉	263	75
1500100971	郝曼凡	259	76
1500100105	寿白亦	252	77
1500100653	金浩歌	247	78
1500100749	祝怀梦	240	79
1500100067	广浦泽	238	80
1500100182	仲秋巧	218	81
1500100678	闻涵菱	218	82
1500100361	童以山	181	83
1500100383	那运浩	169	84
