1500100308	黄初夏	女	文科一班	628	1
1500100873	路鸿志	男	文科四班	612	2
1500100418	蓟海昌	男	文科二班	611	3
1500100258	湛昌勋	男	文科四班	604	4
1500100875	马向南	女	文科一班	595	5
1500100930	闻运凯	男	文科五班	589	6
1500100136	黎昆鹏	男	文科六班	583	7
1500100943	许昌黎	男	文科一班	580	8
1500100871	贝惜梦	女	文科一班	569	9
1500100160	云冰真	女	文科三班	568	10
1500100949	颜沛槐	女	文科五班	564	11
1500100900	查思菱	女	文科六班	562	12
1500100904	阎元蝶	女	文科五班	562	13
1500100716	丰冷霜	女	文科六班	560	14
1500100434	黎雨珍	女	文科三班	550	15
1500100572	臧忆香	女	文科三班	550	16
1500100128	巫鸿哲	男	文科一班	549	17
1500100823	宓新曦	男	文科二班	547	18
1500100580	程轩昂	男	文科六班	546	19
1500100954	咸芷天	女	文科二班	533	20
1500100405	宗鸿飞	男	文科三班	532	21
1500100852	寇凝丹	女	文科二班	532	22
1500100697	尤新曦	男	文科二班	531	23
1500100093	裴依秋	女	文科二班	528	24
1500100066	惠耘涛	男	文科三班	526	25
1500100623	昝惜萍	女	文科五班	526	26
1500100353	邴晗昱	男	文科三班	523	27
1500100640	纪昌黎	男	文科一班	521	28
1500100116	文元蝶	女	文科四班	520	29
1500100828	邵智杰	男	文科二班	519	30
1500100922	章昊伟	男	文科三班	516	31
1500100974	容鸿晖	男	文科五班	515	32
1500100118	蔺昆宇	男	文科一班	509	33
1500100119	臧云天	男	文科四班	508	34
1500100358	苗映安	女	文科二班	507	35
1500100549	祝宛南	女	文科三班	507	36
1500100538	郑彦昌	男	文科三班	505	37
1500100275	关昆皓	男	文科三班	504	38
1500100039	窦孤风	女	文科六班	503	39
1500100155	广高旻	男	文科四班	501	40
1500100148	蒋震博	男	文科六班	500	41
1500100658	习昂杰	男	文科六班	499	42
1500100987	双昆杰	男	文科四班	499	43
1500100714	虞飞昂	男	文科五班	498	44
1500100377	罗寻桃	女	文科六班	497	45
1500100186	昌元冬	女	文科五班	496	46
1500100701	林觅云	女	文科六班	496	47
1500100264	俞俊晖	男	文科三班	492	48
1500100298	班冬萱	女	文科三班	492	49
1500100421	安星爵	男	文科二班	492	50
1500100645	邢夏之	女	文科三班	492	51
1500100651	丁从安	女	文科四班	492	52
1500100442	郎泽洋	男	文科一班	486	53
1500100338	白之玉	女	文科一班	485	54
1500100403	怀秋灵	女	文科五班	485	55
1500100192	暨君昊	男	文科二班	483	56
1500100505	文昆鹏	男	文科六班	482	57
1500100768	韩昆卉	男	文科五班	482	58
1500100952	郁迎荷	女	文科四班	482	59
1500100247	戈晗日	男	文科六班	480	60
1500100634	严若翠	女	文科四班	479	61
1500100686	郜旭彬	男	文科三班	479	62
1500100073	滕旭炎	男	文科二班	478	63
1500100528	边彦昌	男	文科六班	477	64
1500100406	艾智伟	男	文科三班	476	65
1500100913	周鸿云	男	文科六班	476	66
1500100845	符依云	女	文科六班	475	67
1500100950	边香巧	女	文科二班	475	68
1500100089	蒙依丝	女	文科五班	472	69
1500100784	花运发	男	文科三班	472	70
1500100770	屠迎梅	女	文科一班	471	71
1500100614	邹昂然	男	文科六班	470	72
1500100734	齐运杰	男	文科五班	469	73
1500100394	通辰沛	男	文科五班	468	74
1500100961	李昂熙	男	文科四班	465	75
1500100246	丁运凡	男	文科二班	463	76
1500100440	梅金鹏	男	文科六班	463	77
1500100707	谭金鹏	男	文科三班	463	78
1500100910	孔沛槐	女	文科三班	463	79
1500100142	闵华晖	男	文科一班	461	80
1500100324	竺香波	女	文科四班	461	81
1500100474	和凌寒	女	文科四班	461	82
1500100307	危昊然	男	文科二班	460	83
1500100140	郁运发	男	文科六班	459	84
1500100760	翁绮彤	女	文科五班	458	85
1500100537	茹高旻	男	文科一班	457	86
1500100893	邹景浩	男	文科四班	457	87
1500100270	贡海之	女	文科六班	456	88
1500100582	後千凡	女	文科三班	456	89
1500100730	闻晓山	女	文科四班	455	90
1500100376	庾胤运	男	文科一班	454	91
1500100131	胡昊明	男	文科六班	452	92
1500100771	蓟智杰	男	文科二班	452	93
1500100295	贲从寒	女	文科三班	450	94
1500100347	胥浩阔	男	文科五班	450	95
1500100407	束昊磊	男	文科一班	449	96
1500100552	穆凌青	女	文科三班	449	97
1500100705	殳昌翰	男	文科三班	449	98
1500100312	平鸿轩	男	文科六班	447	99
1500100485	幸亦巧	女	文科三班	447	100
1500100805	戚鸿志	男	文科六班	447	101
1500100196	汤浩博	男	文科三班	446	102
1500100279	蔚盼曼	女	文科六班	446	103
1500100441	廖飞莲	女	文科六班	446	104
1500100548	荆觅雪	女	文科四班	446	105
1500100573	潘俊晖	男	文科五班	446	106
1500100159	寇鸿朗	男	文科四班	445	107
1500100581	邢鸿畴	男	文科二班	445	108
1500100847	索怜南	女	文科三班	445	109
1500100411	计浩皛	男	文科三班	443	110
1500100053	扈鸿朗	男	文科五班	442	111
1500100220	向安寒	女	文科五班	442	112
1500100601	蔡寻春	女	文科五班	441	113
1500100002	吕金鹏	男	文科六班	440	114
1500100051	江寄容	女	文科五班	440	115
1500100724	路星腾	男	文科一班	440	116
1500100849	寿昊英	男	文科一班	440	117
1500100787	逯景天	男	文科五班	439	118
1500100826	满辰钊	男	文科三班	439	119
1500100778	寇怀寒	女	文科一班	438	120
1500100789	祖鸿畅	男	文科二班	438	121
1500100075	谭春蕾	女	文科二班	437	122
1500100120	桓浩邈	男	文科三班	437	123
1500100743	秋昆卉	男	文科三班	437	124
1500100478	邰迎荷	女	文科一班	435	125
1500100690	唐昌翰	男	文科三班	435	126
1500100735	阙迎梅	女	文科五班	435	127
1500100977	邹飞珍	女	文科四班	434	128
1500100588	束耘豪	男	文科六班	433	129
1500100100	宁昊磊	男	文科六班	432	130
1500100751	裘哲瀚	男	文科六班	432	131
1500100057	经沛白	女	文科四班	431	132
1500100372	彭运恒	男	文科四班	431	133
1500100430	屈佑运	男	文科五班	431	134
1500100423	雷元蝶	女	文科六班	430	135
1500100527	逄梦竹	女	文科二班	430	136
1500100569	甘振博	男	文科五班	430	137
1500100641	卞恨蕊	女	文科二班	430	138
1500100097	叶德昌	男	文科二班	429	139
1500100448	茹凌兰	女	文科三班	429	140
1500100680	别景逸	男	文科二班	429	141
1500100799	姚维运	男	文科二班	429	142
1500100856	羿昆鹏	男	文科二班	429	143
1500100393	樊运杰	男	文科六班	428	144
1500100083	雍惜玉	女	文科二班	426	145
1500100285	燕昌翰	男	文科三班	426	146
1500100316	秋晨轩	男	文科三班	426	147
1500100477	鱼星然	男	文科二班	426	148
1500100621	娄依云	女	文科三班	426	149
1500100884	井范明	男	文科五班	426	150
1500100018	骆怜雪	女	文科六班	425	151
1500100341	闵惜萍	女	文科六班	425	152
1500100938	国鸿德	男	文科二班	425	153
1500100386	王丹蝶	女	文科二班	424	154
1500100574	汤鸿畅	男	文科四班	424	155
1500100748	羿海昌	男	文科五班	424	156
1500100790	沙慕易	女	文科二班	424	157
1500100976	卓芷梦	女	文科六班	423	158
1500100150	牧星睿	男	文科四班	422	159
1500100695	顾笑容	女	文科四班	421	160
1500100706	路曜坤	男	文科四班	421	161
1500100763	鄂笑容	女	文科一班	420	162
1500100438	宋向南	女	文科六班	419	163
1500100638	饶新之	女	文科四班	419	164
1500100745	危慕易	女	文科六班	419	165
1500100973	钮幼南	女	文科一班	419	166
1500100007	尚孤风	女	文科六班	418	167
1500100129	容寄南	女	文科三班	418	168
1500100273	相寒安	女	文科一班	418	169
1500100283	侯千风	女	文科三班	418	170
1500100333	乐绮烟	女	文科一班	417	171
1500100791	阎德昌	男	文科五班	417	172
1500100827	查冰蝶	女	文科六班	417	173
1500100647	夔鸿朗	男	文科六班	416	174
1500100162	林昆卉	男	文科四班	413	175
1500100431	訾寄南	女	文科五班	413	176
1500100756	尤凡梅	女	文科六班	413	177
1500100921	林智阳	男	文科一班	413	178
1500100165	姜昆皓	男	文科一班	412	179
1500100878	柳鸿轩	男	文科二班	412	180
1500100967	能映秋	女	文科五班	412	181
1500100473	袁小蕾	女	文科三班	410	182
1500100919	伏昆宇	男	文科二班	410	183
1500100061	路紫萱	女	文科四班	409	184
1500100896	费怀莲	女	文科三班	409	185
1500100565	荆智阳	男	文科二班	408	186
1500100278	钭寄容	女	文科三班	407	187
1500100710	岑瀚钰	男	文科三班	407	188
1500100001	施笑槐	女	文科六班	406	189
1500100322	弘子辰	男	文科四班	405	190
1500100927	濮恨蕊	女	文科三班	405	191
1500100094	韩醉柳	女	文科一班	404	192
1500100534	宓高旻	男	文科五班	404	193
1500100643	谷旭炎	男	文科六班	404	194
1500100088	田德明	男	文科三班	403	195
1500100209	俞海逸	男	文科二班	403	196
1500100517	常景天	男	文科二班	403	197
1500100060	阮迎荷	女	文科四班	402	198
1500100378	余昆宇	男	文科二班	402	199
1500100627	柏念波	女	文科五班	402	200
1500100253	管昌黎	男	文科四班	401	201
1500100463	苏若芹	女	文科一班	401	202
1500100728	龚晗昱	男	文科三班	401	203
1500100885	黎旭彬	男	文科三班	401	204
1500100241	石怀绿	女	文科四班	400	205
1500100667	沃灵珊	女	文科三班	400	206
1500100682	庾亦凝	女	文科六班	399	207
1500100879	钮怀曼	女	文科一班	398	208
1500100102	洪天风	女	文科五班	397	209
1500100217	弘寄南	女	文科一班	397	210
1500100578	殷泽洋	男	文科一班	397	211
1500100511	全景行	男	文科六班	396	212
1500100779	於安珊	女	文科一班	394	213
1500100955	逄德运	男	文科三班	394	214
1500100245	苏旭彬	男	文科六班	393	215
1500100366	殷景浩	男	文科四班	393	216
1500100106	仲怀莲	女	文科四班	392	217
1500100830	夔宛秋	女	文科二班	392	218
1500100199	陆慕易	女	文科三班	391	219
1500100365	闻迎梅	女	文科四班	391	220
1500100652	农鸿晖	男	文科一班	391	221
1500100663	竺旭彬	男	文科六班	391	222
