1500100929	满慕易	630	1
1500100184	夔寻巧	580	2
1500100598	宰金鹏	551	3
1500100644	孟雁蓉	549	4
1500100033	桑昆峰	532	5
1500100975	蓬曜瑞	532	6
1500100113	羿思真	519	7
1500100620	咸鸿轩	512	8
1500100261	蓬昌勋	484	9
1500100111	邴惜芹	477	10
1500100443	饶曜瑞	475	11
1500100696	松易绿	466	12
1500100058	薄谷蕊	464	13
1500100337	游孤风	455	14
1500100870	衡念蕾	447	15
1500100343	桂昊东	441	16
1500100019	娄曦之	433	17
1500100895	蒙鑫鹏	423	18
1500100990	扈旭鹏	422	19
1500100004	葛德曜	421	20
1500100158	葛惜梦	418	21
1500100359	隆书雁	418	22
1500100776	蒯小萍	418	23
1500100172	施昊东	412	24
1500100254	阴鸿朗	411	25
1500100310	边康震	404	26
1500100836	邵香巧	403	27
1500100240	车惜玉	398	28
1500100146	于向南	385	29
1500100865	莫金鹏	377	30
1500100356	关小蕊	376	31
1500100613	胥语梦	375	32
1500100185	杭梦蕊	365	33
1500100792	窦平卉	363	34
1500100214	嵇运盛	360	35
1500100112	祖昆琦	359	36
1500100268	龙震博	349	37
1500100841	水胤运	348	38
1500100796	吕维运	347	39
1500100077	钮元蝶	346	40
1500100579	贺德昌	342	41
1500100711	雷运华	339	42
1500100437	焦冰真	334	43
1500100881	刁震博	327	44
1500100096	沈曜瑞	326	45
1500100586	通曜文	324	46
1500100727	霍昊英	322	47
1500100820	濮傲旋	322	48
1500100958	柴铭晨	322	49
1500100817	邴浩歌	316	50
1500100469	岑碧菡	315	51
1500100197	郦元容	308	52
1500100084	应景平	305	53
1500100282	蔡凡白	304	54
1500100661	许华晖	303	55
1500100230	扶问寒	295	56
1500100803	湛星腾	292	57
1500100906	喻芷天	292	58
1500100722	禹昆明	289	59
1500100011	宰运华	282	60
1500100081	嵇平安	279	61
1500100583	封映秋	265	62
1500100721	钱泽雨	260	63
1500100592	严曜栋	258	64
1500100513	沙飞莲	249	65
1500100872	邓乐萱	234	66
1500100344	越灵珊	212	67
1500100428	宗笑柳	150	68
