1500100308	黄初夏	628	1
1500100875	马向南	595	2
1500100943	许昌黎	580	3
1500100871	贝惜梦	569	4
1500100128	巫鸿哲	549	5
1500100640	纪昌黎	521	6
1500100118	蔺昆宇	509	7
1500100442	郎泽洋	486	8
1500100338	白之玉	485	9
1500100770	屠迎梅	471	10
1500100142	闵华晖	461	11
1500100537	茹高旻	457	12
1500100376	庾胤运	454	13
1500100407	束昊磊	449	14
1500100724	路星腾	440	15
1500100849	寿昊英	440	16
1500100778	寇怀寒	438	17
1500100478	邰迎荷	435	18
1500100763	鄂笑容	420	19
1500100973	钮幼南	419	20
1500100273	相寒安	418	21
1500100333	乐绮烟	417	22
1500100921	林智阳	413	23
1500100165	姜昆皓	412	24
1500100094	韩醉柳	404	25
1500100463	苏若芹	401	26
1500100879	钮怀曼	398	27
1500100217	弘寄南	397	28
1500100578	殷泽洋	397	29
1500100779	於安珊	394	30
1500100652	农鸿晖	391	31
1500100178	杜芷天	388	32
1500100766	荀傲薇	388	33
1500100986	左天曼	388	34
1500100125	蒙涵衍	385	35
1500100456	鄂运凯	385	36
1500100121	张雪卉	383	37
1500100587	钭恨山	381	38
1500100385	潘忆之	377	39
1500100668	侯从寒	373	40
1500100928	戚昌盛	364	41
1500100016	潘访烟	359	42
1500100835	柯晨朗	358	43
1500100037	顾向松	355	44
1500100946	秋海白	353	45
1500100685	施昆颉	349	46
1500100593	景越泽	347	47
1500100646	窦海阳	338	48
1500100509	柏又槐	336	49
1500100957	杜易云	335	50
1500100339	终胤运	329	51
1500100091	蔺水风	328	52
1500100536	栾昊苍	327	53
1500100342	米昊明	323	54
1500100951	平彭泽	323	55
1500100458	邵凡白	319	56
1500100867	禹静枫	317	57
1500100602	殳昌黎	310	58
1500100069	束采波	301	59
1500100370	翟笑天	300	60
1500100232	石寄琴	291	61
1500100314	符南莲	290	62
1500100082	凌思菱	283	63
1500100744	池若松	269	64
1500100315	慕绮彤	250	65
1500100985	申飞珍	243	66
1500100055	卫鸿熙	236	67
1500100101	计又琴	227	68
1500100863	曹念蕾	220	69
1500100709	俞昂杰	198	70
1500100276	庾运鹏	176	71
1500100585	穆海超	162	72
