1500100929	满慕易	女	理科三班	630	1
1500100080	巫景彰	男	理科五班	628	2
1500100596	田晨潍	男	理科六班	587	3
1500100834	谷念薇	女	理科二班	586	4
1500100547	廖向南	女	理科五班	584	5
1500100184	夔寻巧	女	理科三班	580	6
1500100839	明雁桃	女	理科五班	557	7
1500100598	宰金鹏	男	理科三班	551	8
1500100644	孟雁蓉	女	理科三班	549	9
1500100903	於依云	女	理科六班	549	10
1500100103	宣昆皓	男	理科五班	537	11
1500100563	禄昆鹏	男	理科六班	536	12
1500100934	隆高旻	男	理科五班	535	13
1500100635	蓬怀绿	女	理科四班	534	14
1500100970	相凡梦	女	理科五班	534	15
1500100104	咸冰蝶	女	理科二班	533	16
1500100033	桑昆峰	男	理科三班	532	17
1500100975	蓬曜瑞	男	理科三班	532	18
1500100590	逄中震	男	理科四班	530	19
1500100939	耿智杰	男	理科四班	530	20
1500100556	崔碧菡	女	理科五班	525	21
1500100762	聂德明	男	理科二班	524	22
1500100877	秦友安	女	理科二班	523	23
1500100235	沈香巧	女	理科一班	520	24
1500100113	羿思真	女	理科三班	519	25
1500100807	魏笑卉	女	理科六班	518	26
1500100739	项元柏	女	理科六班	517	27
1500100501	松迎梅	女	理科四班	515	28
1500100566	任运恒	男	理科二班	515	29
1500100853	林鸿朗	男	理科四班	515	30
1500100620	咸鸿轩	男	理科三班	512	31
1500100518	乔思萱	女	理科二班	508	32
1500100576	巢向彤	女	理科六班	508	33
1500100806	满金鹏	男	理科五班	507	34
1500100059	席昌燎	男	理科二班	506	35
1500100306	高子辰	男	理科二班	505	36
1500100733	焦鹏涛	男	理科五班	499	37
1500100874	宓涵衍	男	理科六班	495	38
1500100332	储惜蕊	女	理科二班	493	39
1500100831	宦芷容	女	理科六班	493	40
1500100773	傅元蝶	女	理科一班	492	41
1500100491	富香薇	女	理科四班	491	42
1500100729	康幻莲	女	理科六班	491	43
1500100959	金醉波	女	理科四班	491	44
1500100862	茹晨朗	男	理科六班	490	45
1500100300	吴采波	女	理科二班	488	46
1500100750	东鸿德	男	理科六班	487	47
1500100925	卞乐萱	女	理科一班	486	48
1500100261	蓬昌勋	男	理科三班	484	49
1500100610	卫昆鹏	男	理科六班	484	50
1500100228	孙鑫鹏	男	理科六班	480	51
1500100617	田德明	男	理科四班	480	52
1500100484	蒲惜玉	女	理科六班	479	53
1500100837	广沛凝	女	理科四班	479	54
1500100340	濮昆纬	男	理科五班	478	55
1500100111	邴惜芹	女	理科三班	477	56
1500100169	印维运	男	理科六班	475	57
1500100443	饶曜瑞	男	理科三班	475	58
1500100497	蓝痴柏	女	理科二班	475	59
1500100926	于晗昱	男	理科一班	473	60
1500100311	阮半双	女	理科一班	472	61
1500100603	鲁盼菡	女	理科五班	469	62
1500100041	傅景天	男	理科四班	468	63
1500100233	师昆鹏	男	理科六班	468	64
1500100963	饶忆之	女	理科二班	468	65
1500100688	贡向南	女	理科四班	466	66
1500100696	松易绿	女	理科三班	466	67
1500100631	窦昌茂	男	理科二班	465	68
1500100058	薄谷蕊	女	理科三班	464	69
1500100692	邱幼南	女	理科一班	462	70
1500100526	蔡昆琦	男	理科一班	461	71
1500100595	麻轩昂	男	理科五班	461	72
1500100781	孟昊然	男	理科四班	461	73
1500100262	黎盼烟	女	理科六班	460	74
1500100679	尹耘涛	男	理科四班	460	75
1500100012	梁易槐	女	理科一班	459	76
1500100918	凤天风	女	理科五班	459	77
1500100107	能昆明	男	理科五班	458	78
1500100415	薄白萱	女	理科二班	458	79
1500100035	包瀚玥	男	理科四班	457	80
1500100179	阮惜珊	女	理科四班	457	81
1500100263	姚昆鹏	男	理科二班	457	82
1500100321	索旭彬	男	理科五班	457	83
1500100384	郁鸿振	男	理科四班	456	84
1500100553	晁旭鹏	男	理科二班	456	85
1500100337	游孤风	女	理科三班	455	86
1500100504	时傲旋	女	理科六班	455	87
1500100211	米绮晴	女	理科一班	453	88
1500100218	嵇幻巧	女	理科四班	453	89
1500100515	吉元容	女	理科二班	453	90
1500100175	邰凡灵	女	理科一班	452	91
1500100123	厍寄琴	女	理科四班	451	92
1500100208	曹曼岚	女	理科四班	451	93
1500100495	戈越泽	男	理科六班	451	94
1500100545	那俊晖	男	理科二班	450	95
1500100948	马昊天	男	理科二班	448	96
1500100870	衡念蕾	女	理科三班	447	97
1500100188	霍元冬	女	理科五班	446	98
1500100357	籍盼烟	女	理科四班	446	99
1500100842	贡曼冬	女	理科一班	446	100
1500100180	古金鹏	男	理科一班	445	101
1500100461	翟凌寒	女	理科一班	445	102
1500100562	怀若山	女	理科四班	445	103
1500100670	毛翠安	女	理科四班	445	104
1500100388	阙敬曦	男	理科六班	443	105
1500100599	伊昆卉	男	理科六班	443	106
1500100070	濮佑运	男	理科一班	442	107
1500100343	桂昊东	男	理科三班	441	108
1500100397	能谷槐	女	理科五班	441	109
1500100503	强飞昂	男	理科五班	441	110
1500100506	相思菱	女	理科五班	441	111
1500100531	印涵易	女	理科一班	440	112
1500100472	萧香巧	女	理科二班	438	113
1500100687	祝辰宇	男	理科四班	436	114
1500100076	竺乐蓉	女	理科五班	435	115
1500100349	寿智伟	男	理科二班	435	116
1500100530	强昊然	男	理科五班	435	117
1500100559	能千凡	女	理科六班	435	118
1500100795	岑浩初	男	理科一班	435	119
1500100869	平紫雪	女	理科一班	435	120
1500100932	堵凡儿	女	理科四班	435	121
1500100019	娄曦之	男	理科三班	433	122
1500100972	王昂杰	男	理科二班	432	123
1500100124	冯绿蝶	女	理科四班	431	124
1500100183	卫若枫	女	理科六班	430	125
1500100808	艾水风	女	理科一班	430	126
1500100108	伏易云	女	理科五班	429	127
1500100287	凌觅波	女	理科一班	429	128
1500100379	邢绮彤	女	理科一班	429	129
1500100064	汲辰沛	男	理科六班	428	130
