1500100235	沈香巧	520	1
1500100773	傅元蝶	492	2
1500100925	卞乐萱	486	3
1500100926	于晗昱	473	4
1500100311	阮半双	472	5
1500100692	邱幼南	462	6
1500100526	蔡昆琦	461	7
1500100012	梁易槐	459	8
1500100211	米绮晴	453	9
1500100175	邰凡灵	452	10
1500100842	贡曼冬	446	11
1500100180	古金鹏	445	12
1500100461	翟凌寒	445	13
1500100070	濮佑运	442	14
1500100531	印涵易	440	15
1500100795	岑浩初	435	16
1500100869	平紫雪	435	17
1500100808	艾水风	430	18
1500100287	凌觅波	429	19
1500100379	邢绮彤	429	20
1500100541	赵秋灵	427	21
1500100911	阎又绿	426	22
1500100098	卞俊晖	424	23
1500100813	凤辰阳	414	24
1500100225	安振平	412	25
1500100476	巫金鹏	412	26
1500100551	潘昆谊	403	27
1500100846	巢泽雨	402	28
1500100850	颜海白	398	29
1500100570	韶鸿远	390	30
1500100619	水夜山	387	31
1500100068	宣南蓉	385	32
1500100323	周德昌	383	33
1500100915	仲铭晨	371	34
1500100274	贝怀瑶	369	35
1500100426	双辰皓	367	36
1500100759	洪昂然	365	37
1500100605	柏星鹏	359	38
1500100654	宓乐蕊	357	39
1500100045	仇运晟	355	40
1500100500	步冰蝶	346	41
1500100464	管笑容	343	42
1500100373	邢映冬	342	43
1500100510	凌向薇	342	44
1500100508	曹昊伟	341	45
1500100691	闻运鸿	336	46
1500100700	冉笑槐	331	47
1500100608	云幻莲	330	48
1500100410	羿芷卉	325	49
1500100171	乜鸿福	323	50
1500100648	红辰钊	320	51
1500100320	臧鸿晖	318	52
1500100550	温若云	314	53
1500100669	余浩轩	314	54
1500100149	仇辰锟	313	55
1500100015	宦怀绿	309	56
1500100363	郝海荣	307	57
1500100980	霍谷槐	306	58
1500100786	麴妙绿	301	59
1500100810	邱忆文	301	60
1500100364	段南蓉	299	61
1500100157	孙映冬	289	62
1500100086	祖昆锐	288	63
1500100256	曹振锐	285	64
1500100844	宓凡梦	285	65
1500100665	广元瑶	283	66
1500100558	诸沛凝	280	67
1500100660	黎白风	278	68
1500100419	戈半双	272	69
1500100905	昌醉柳	264	70
1500100947	桂寄风	261	71
1500100009	沈德昌	251	72
1500100200	丁香巧	246	73
1500100445	柏念瑶	227	74
1500100480	申昊磊	221	75
1500100286	易新之	172	76
1500100861	支友安	170	77
1500100991	冉飞昂	76	78
